AREA_CONGEST_LVL,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,PPLTN_TIME,TEMP,SENSIBLE_TEMP,HUMIDITY,PRECIPITATION,UV_INDEX_LVL,PM25,PM10,GU_CONFIRMED,GU_ADDED,CONFIRMED,ADDED,DIED,T_DIED,장소명
여유,54.7,45.3,0.1,5.9,20.8,21.1,22.4,16.4,9.9,3.3,15.5,2023-02-19 8:30,3.4,5.4,92,-,0,54,75,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,51.9,48.1,0.1,4.2,20,22.1,17.9,18,11.5,6.2,14.4,2023-02-19 8:30,3.3,3.6,93,-,0,55,65,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,52.6,47.4,0.7,5,20.9,23.5,19.2,16.7,9.8,4.1,10.6,2023-02-19 8:30,3.3,3.6,93,-,0,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,50.9,49.1,0.6,2,23.6,24.1,17.2,14.5,10.5,7.5,28.6,2023-02-19 8:30,3,3.7,92,-,0,59,68,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,50.3,49.7,0.6,10.1,18.5,21.5,17.4,14.7,10.8,6.3,18.1,2023-02-19 8:30,3.3,5.9,85,~1mm,0,52,69,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,57.7,42.3,0.3,4.2,23,17.2,16.5,18.9,13.2,6.8,16.6,2023-02-19 8:30,3.3,3.6,93,-,0,55,65,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,49.6,50.4,0.2,6.6,31.4,22.1,14.5,11.9,7.7,5.7,20,2023-02-19 8:30,3.7,4.4,91,~1mm,0,47,52,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,47,53,0.5,6.5,12.9,18.5,18.7,18.8,12.5,11.7,33.3,2023-02-19 8:30,3.3,3.6,93,-,0,55,65,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,53,47,0.6,4.2,14.7,20.4,23.1,19.6,10.8,6.7,14.2,2023-02-19 8:30,3.3,3.6,93,-,0,55,65,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,52.3,47.7,0.2,6.6,21.2,17.9,15.9,18.2,12.3,7.8,20.7,2023-02-19 8:30,3.3,3.6,93,-,0,55,65,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,56.7,43.3,0.2,3.9,19.3,21.4,18.5,19.5,12.6,4.7,20.4,2023-02-19 8:30,3.3,4.3,92,-,0,54,74,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,54.6,45.4,0.2,5.7,28.2,23.2,18.3,11.7,7.8,4.9,15.3,2023-02-19 8:30,3.4,5.4,92,-,0,55,68,300428,106,5906396,1980,6322,3,강남역
여유,47.9,52.1,0.1,4.8,33.8,16.9,12.6,13.6,10.3,7.9,19.5,2023-02-19 8:30,3,3.7,92,-,0,66,78,203813,68,5906396,1980,6322,3,건대입구역
여유,47.6,52.4,0.3,6.8,18.1,14.6,20.7,19.3,12.8,7.4,13.2,2023-02-19 8:30,3.8,4.4,100,-,0,55,68,232255,72,5906396,1980,6322,3,고속터미널역
여유,52.2,47.8,0.1,8.2,16.9,20.5,18.6,18.5,9.9,7.4,19.6,2023-02-19 8:30,3.4,5.4,92,-,0,55,68,232255,72,5906396,1980,6322,3,교대역
여유,54.5,45.5,0.4,2.9,19.3,25.8,19.8,14.6,10.8,6.3,23.2,2023-02-19 8:30,3.3,4.3,92,-,0,54,74,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,54.6,45.4,0.4,5.6,17.1,21.6,21.8,17.8,10.6,5.1,13.8,2023-02-19 8:30,3.3,3.6,93,-,0,0,0,70984,17,5906396,1980,6322,3,서울역
여유,52.7,47.3,0.4,8.8,19.8,22.8,20.9,14.1,8.6,4.8,21.7,2023-02-19 8:30,3.4,5.4,92,-,0,54,75,300428,106,5906396,1980,6322,3,선릉역
여유,47.3,52.7,0,8.2,16.2,20.2,19.9,14.9,13.9,6.7,18,2023-02-19 8:30,1.5,2.8,92,~1mm,0,57,70,236569,67,5906396,1980,6322,3,신도림역
여유,54.9,45.1,0.1,4.6,38.3,24.5,11.7,10.1,6.4,4.2,17.7,2023-02-19 8:30,1.5,2.8,92,~1mm,0,47,69,292521,110,5906396,1980,6322,3,신림역
여유,46.4,53.6,0,6.4,53.3,15.9,8.1,7.7,4.9,3.7,18.1,2023-02-19 8:30,3.7,4.4,91,~1mm,0,47,61,219515,69,5906396,1980,6322,3,신촌·이대역
여유,55.7,44.3,0.2,4.2,26.2,25.2,20.6,12.2,7.1,4.4,19.9,2023-02-19 8:30,3.4,5.4,92,-,0,54,75,300428,106,5906396,1980,6322,3,역삼역
여유,49.7,50.3,0.4,3.6,19.7,18.7,15.5,16,15,11.1,17.2,2023-02-19 8:30,3.2,4.9,92,-,0,55,61,267491,86,5906396,1980,6322,3,연신내역
여유,46.8,53.2,0.8,6.3,18.9,22,18.9,17,10.7,5.3,12.1,2023-02-19 8:30,3,3.7,92,-,0,59,68,121588,23,5906396,1980,6322,3,용산역
여유,48.2,51.8,0.3,5.9,34.8,17.5,11.8,12,10.1,7.6,19.6,2023-02-19 8:30,3,3.7,92,-,0,56,83,168426,63,5906396,1980,6322,3,왕십리역
여유,52.4,47.6,0.6,6.7,18.9,21.7,20.1,16.7,10.3,4.9,23.3,2023-02-19 8:30,4,4.8,93,-,0,47,52,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,47.8,52.2,0.5,5.9,15.6,15.8,16.2,19.4,15.3,11.4,26.1,2023-02-19 8:30,3.6,6,90,-,0,41,49,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,55.8,44.2,0.1,3.9,33.7,19.8,11.9,13.6,10,6.9,21.6,2023-02-19 8:30,1.5,2.8,92,~1mm,0,59,68,232386,67,5906396,1980,6322,3,노량진
여유,53.2,46.8,0.6,4.7,15.7,16.7,18.5,20.4,12.3,11.1,35.5,2023-02-19 8:30,3.3,3.6,93,-,0,59,75,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,47.5,52.5,0.2,6.6,10.1,15.2,19.7,20.9,15.5,11.7,41.8,2023-02-19 8:30,3.3,3.6,93,-,0,55,65,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,50.4,49.6,0.2,5.8,17.2,19.5,18.4,17.2,11.4,10.3,20.8,2023-02-19 8:30,3,3.7,92,-,0,54,75,300428,106,5906396,1980,6322,3,가로수길
여유,59.1,40.9,0.1,4.7,23.2,19.2,16.1,15.9,13.3,7.5,21.7,2023-02-19 8:30,3,3.7,92,-,0,56,83,168426,63,5906396,1980,6322,3,성수카페거리
여유,50.6,49.4,0.3,5.7,21.5,15.6,15.2,16.2,14.7,10.9,30.7,2023-02-19 8:30,3.6,4.9,88,-,0,48,62,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,47.5,52.5,0.3,4.5,17.2,16.3,14.9,18.9,15.7,12.3,27.7,2023-02-19 8:30,3.6,4.9,88,-,0,41,49,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,45.7,54.3,0.1,4.9,19.9,21.9,19.1,16.3,11,6.8,20.2,2023-02-19 8:30,3,3.7,92,-,0,54,75,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,51.9,48.1,0.5,5.7,11.7,17.7,19.2,18,14.2,13,21.4,2023-02-19 8:30,3.7,4.4,91,~1mm,0,57,70,238321,60,5906396,1980,6322,3,여의도
여유,52.6,47.4,0.1,4.5,28.9,24.3,13.6,13.4,10.5,4.6,12.8,2023-02-19 8:30,3.7,4.4,91,~1mm,0,57,70,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,58.1,41.9,0.4,3.9,26.3,21.1,16.6,14.5,10,7.3,14.3,2023-02-19 8:30,3.3,3.6,93,-,0,55,65,78986,30,5906396,1980,6322,3,인사동·익선동
여유,53.2,46.8,0.2,9.8,10.5,15.9,22.9,22.1,11.7,6.9,12.5,2023-02-19 8:30,3,3.7,92,-,0,59,68,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,53.1,46.9,0.5,5.1,17.8,21.2,18.2,17.6,13.3,6.4,19.8,2023-02-19 8:30,3.3,3.6,93,-,0,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,53.5,46.5,0.7,6.4,11.2,19.9,18.2,20.2,15,8.5,19.7,2023-02-19 8:30,3,3.7,92,-,0,66,78,203813,68,5906396,1980,6322,3,뚝섬한강공원
여유,52.7,47.3,0.5,6.1,13.5,15.9,21.4,19.7,14,9,18.1,2023-02-19 8:30,3.7,4.4,91,~1mm,0,47,52,219515,69,5906396,1980,6322,3,망원한강공원
여유,55.4,44.6,0.4,3.8,11.4,19.3,24.5,22.3,12,6.4,4.3,2023-02-19 8:30,3.8,4.4,100,-,0,55,68,232255,72,5906396,1980,6322,3,반포한강공원
여유,48,52,0.5,5,11.4,15.7,17.7,21.6,15.9,12.1,34.1,2023-02-19 8:30,3.6,4.9,88,-,0,48,62,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,48.8,51.2,0.9,5.6,12.6,17.6,17.8,23.8,14.7,7.1,21.3,2023-02-19 8:30,3.4,5.4,92,-,0,55,68,159254,49,5906396,1980,6322,3,서울대공원
여유,53.1,46.9,0.5,7.2,12.9,16.3,18.1,22.6,16.3,6.1,13.4,2023-02-19 8:30,3,3.7,92,-,0,56,83,168426,63,5906396,1980,6322,3,서울숲공원
여유,54.8,45.2,0.7,7.3,9.9,14,20.9,21.4,15.1,10.6,8.1,2023-02-19 8:30,4,4.8,93,-,0,47,52,219515,69,5906396,1980,6322,3,월드컵공원
여유,50.9,49.1,0.4,7.9,9.3,15.6,20.7,22.4,13.8,9.8,14,2023-02-19 8:30,3.7,4.4,91,~1mm,0,59,68,121588,23,5906396,1980,6322,3,이촌한강공원
여유,56.5,43.5,0.7,9.7,6.4,15.1,30.2,22.7,10.4,4.9,6.5,2023-02-19 8:30,3.1,5.1,91,~1mm,0,52,69,386243,126,5906396,1980,6322,3,잠실종합운동장
여유,50.2,49.8,0.9,11,10.3,12.5,26,19.2,12.8,7.4,12.3,2023-02-19 8:30,3.3,5.9,85,~1mm,0,52,69,386243,126,5906396,1980,6322,3,잠실한강공원
여유,52.5,47.5,0.1,8.2,19.5,21.8,20.9,16.6,9.9,2.9,14.4,2023-02-19 8:35,3.6,5.8,93,-,0,37,51,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,50.7,49.3,0.3,3.8,20.7,21.7,18.4,17.1,11.2,6.7,14.5,2023-02-19 8:35,3.4,3.5,95,-,0,43,55,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,54.3,45.7,0.7,5.5,20.4,23.6,19.7,16.9,9.2,4,11,2023-02-19 8:35,3.4,3.5,95,-,0,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,51.2,48.8,0.3,2.1,23.9,24.8,17.5,14.2,9.9,7.3,27,2023-02-19 8:35,3.1,3.8,93,-,0,35,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,50.4,49.6,0.5,10.5,18.5,22,17,14.5,10.9,6.1,17.9,2023-02-19 8:35,3.3,5,85,~1mm,0,32,44,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,55.6,44.4,0.2,3.9,22.5,17.6,17.3,18.9,12.7,6.8,14.7,2023-02-19 8:35,3.4,3.5,95,-,0,43,55,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,48.4,51.6,0.2,6.9,31.8,21.5,14.8,11.5,7.4,5.8,20.2,2023-02-19 8:35,3.9,6.5,92,~1mm,0,35,38,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,47.9,52.1,0.5,5,12.2,18.9,19.4,19.4,13.2,11.3,32.3,2023-02-19 8:35,3.4,3.5,95,-,0,43,55,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,51.5,48.5,0.5,5,15.1,20,22.5,19.3,10.4,7.2,13.7,2023-02-19 8:35,3.4,3.5,95,-,0,43,55,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,51.8,48.2,0.3,5.9,21,18.4,16,17.3,12.8,8.4,20.5,2023-02-19 8:35,3.4,3.5,95,-,0,43,55,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,57.3,42.7,0.1,3.4,20.3,20.8,18.2,18.9,13,5.3,19.9,2023-02-19 8:35,3.4,4.5,91,-,0,41,58,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,53.7,46.3,0.2,5.9,27,24,18.3,12.2,7.6,4.7,16.6,2023-02-19 8:40,3.6,5.8,93,-,0,43,51,300428,106,5906396,1980,6322,3,강남역
여유,48.2,51.8,0.1,4.3,32.2,18.1,13,13.7,10.5,8.1,20.7,2023-02-19 8:40,3.1,3.8,93,-,0,45,53,203813,68,5906396,1980,6322,3,건대입구역
여유,46.1,53.9,0.5,8.8,18.8,14.4,18.5,19.1,12.2,7.8,14.2,2023-02-19 8:40,4,4.4,100,-,0,43,51,232255,72,5906396,1980,6322,3,고속터미널역
여유,49.8,50.2,0.1,8.7,18.6,20.9,21.1,15.2,9.7,5.7,16.8,2023-02-19 8:40,3.6,5.8,93,-,0,43,51,232255,72,5906396,1980,6322,3,교대역
여유,56.1,43.9,0.5,2.4,18.9,26.1,19.2,16.2,10.5,6.2,22.3,2023-02-19 8:40,3.4,4.5,91,-,0,41,58,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,53.7,46.3,0.5,5,18.4,21.4,21.2,18.5,10.8,4.2,13.2,2023-02-19 8:40,3.4,3.5,95,-,0,0,0,70984,17,5906396,1980,6322,3,서울역
여유,50.9,49.1,0.3,8.4,19,23.2,20.9,14.3,9.4,4.5,20.3,2023-02-19 8:40,3.6,5.8,93,-,0,37,51,300428,106,5906396,1980,6322,3,선릉역
여유,44.5,55.5,0,10.5,18.9,20.3,16.4,13.9,12.7,7.2,15.8,2023-02-19 8:40,1.6,2.7,92,-,0,37,49,236569,67,5906396,1980,6322,3,신도림역
여유,54.7,45.3,0.1,4.6,38.4,23.9,11.7,9.7,7,4.7,17.5,2023-02-19 8:40,1.6,2.7,92,-,0,34,54,292521,110,5906396,1980,6322,3,신림역
여유,45.4,54.6,0,6.2,53.8,16.1,7.8,7.3,5.4,3.3,17.4,2023-02-19 8:40,3.9,6.5,92,~1mm,0,33,47,219515,69,5906396,1980,6322,3,신촌·이대역
여유,55.1,44.9,0.3,4.5,27.3,24.7,19,12.8,7,4.4,19.8,2023-02-19 8:40,3.6,5.8,93,-,0,37,51,300428,106,5906396,1980,6322,3,역삼역
여유,47.1,52.9,0.3,4.1,20.5,19.7,15.5,15.8,14.2,9.9,16.1,2023-02-19 8:40,3.2,5.6,92,-,0,34,44,267491,86,5906396,1980,6322,3,연신내역
여유,47.3,52.7,0.6,5.8,20.4,21.7,19.8,16.3,10.2,5.2,12.4,2023-02-19 8:40,3.1,3.8,93,-,0,35,41,121588,23,5906396,1980,6322,3,용산역
여유,49.5,50.5,0.1,5.4,34.7,17.3,12.2,13.1,9.6,7.6,18.6,2023-02-19 8:40,3.1,3.8,93,-,0,37,56,168426,63,5906396,1980,6322,3,왕십리역
여유,49,51,0.4,6.7,19.6,21.2,20.8,16.1,10.4,4.9,22.7,2023-02-19 8:40,4.1,5.1,92,-,0,35,38,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,47,53,0.4,6.8,16.1,15.1,16.4,19,15.6,10.6,26.6,2023-02-19 8:40,3.8,5.1,92,~1mm,0,30,43,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,54.7,45.3,0.2,4.1,34,19.9,13.4,12.8,8.9,6.7,21.9,2023-02-19 8:40,1.6,2.7,92,-,0,45,52,232386,67,5906396,1980,6322,3,노량진
여유,49.7,50.3,0.7,3.7,16.7,16.5,16.9,21.5,13.9,10.1,35,2023-02-19 8:40,3.4,3.5,95,-,0,38,52,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,47.5,52.5,0.2,8.2,11.1,13.6,18.1,19.9,16,13,42.9,2023-02-19 8:40,3.4,3.5,95,-,0,43,55,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,49.8,50.2,0.3,5.4,17.5,19.5,18.4,17.3,11.5,10.1,19.8,2023-02-19 8:40,3.1,3.8,93,-,0,37,51,300428,106,5906396,1980,6322,3,가로수길
여유,55.8,44.2,0.1,4.3,22.5,20.7,16.1,17.8,13.3,5.4,21,2023-02-19 8:40,3.1,3.8,93,-,0,37,56,168426,63,5906396,1980,6322,3,성수카페거리
여유,49.5,50.5,0.3,6.3,21.4,15.8,15,16.3,14.1,11,29.9,2023-02-19 8:40,3.7,4.7,87,-,0,28,40,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,46,54,0.2,4.9,18.2,15.4,13.2,18.6,16.8,12.7,27,2023-02-19 8:40,3.7,4.7,87,-,0,30,43,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,47.8,52.2,0.4,4.5,20.6,21.8,18.2,15.8,10.8,7.8,20.2,2023-02-19 8:40,3.1,3.8,93,-,0,37,51,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,51.7,48.3,0.5,5.6,11.5,17.8,19.4,17.8,14.2,13.2,20.7,2023-02-19 8:40,3.9,6.5,92,~1mm,0,37,49,238321,60,5906396,1980,6322,3,여의도
여유,51.8,48.2,0.1,4.6,29.8,22.8,13.9,13.7,10.3,4.7,13.2,2023-02-19 8:40,3.9,6.5,92,~1mm,0,37,49,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,57.9,42.1,0.3,4.1,25.1,21,16.9,14.4,10.4,7.8,14.2,2023-02-19 8:40,3.4,3.5,95,-,0,43,55,78986,30,5906396,1980,6322,3,인사동·익선동
여유,52.1,47.9,0.5,7.1,11.4,15.6,28.6,20.1,12.3,4.4,11.6,2023-02-19 8:40,3.1,3.8,93,-,0,35,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,51.9,48.1,0.5,4.7,17,20.4,18.9,19.2,12.4,6.7,19.2,2023-02-19 8:40,3.4,3.5,95,-,0,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,52.3,47.7,0.7,6.3,10.8,20.1,18.3,20.4,14.6,8.8,21.9,2023-02-19 8:40,3.1,3.8,93,-,0,45,53,203813,68,5906396,1980,6322,3,뚝섬한강공원
여유,51.7,48.3,0.8,5.3,12.7,20.3,21.7,18,12.7,8.6,18.4,2023-02-19 8:40,3.9,6.5,92,~1mm,0,35,38,219515,69,5906396,1980,6322,3,망원한강공원
여유,56.5,43.5,0.3,7.5,11.6,17.1,24.7,22.3,12.3,4.2,3.6,2023-02-19 8:40,4,4.4,100,-,0,43,51,232255,72,5906396,1980,6322,3,반포한강공원
여유,47.8,52.2,0.5,5.9,11.1,16.1,17.4,20.6,16,12.2,33.8,2023-02-19 8:40,3.7,4.7,87,-,0,28,40,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,51.4,48.6,0.9,6,15.5,18.3,16.7,22.5,14.2,5.9,22.2,2023-02-19 8:40,3.6,5.8,93,-,0,43,51,159254,49,5906396,1980,6322,3,서울대공원
여유,49.8,50.2,0.8,9.8,11.9,18.9,17.6,21,13.9,6.1,11.9,2023-02-19 8:40,3.1,3.8,93,-,0,37,56,168426,63,5906396,1980,6322,3,서울숲공원
여유,53.9,46.1,0.6,7.8,8.7,16.2,22.5,22,13.6,8.6,7.4,2023-02-19 8:40,4.1,5.1,92,-,0,35,38,219515,69,5906396,1980,6322,3,월드컵공원
여유,52.3,47.7,0.6,5.1,10,17.1,24.6,19.9,14.3,8.4,13.1,2023-02-19 8:40,3.9,6.5,92,~1mm,0,35,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,54.6,45.4,0.8,7.8,8.2,12.3,30.7,23.8,11,5.5,5.5,2023-02-19 8:40,3.4,5.6,91,-,0,32,44,386243,126,5906396,1980,6322,3,잠실종합운동장
여유,49.9,50.1,1,10.6,10,14.4,26.8,19.9,11.6,5.5,10.4,2023-02-19 8:40,3.3,5,85,~1mm,0,32,44,386243,126,5906396,1980,6322,3,잠실한강공원
여유,50.5,49.5,0.2,5.7,22.8,24,20.5,15.7,9.2,2,14.5,2023-02-19 8:45,4,5.5,92,-,0,37,51,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,50.4,49.6,0.2,5.1,19.5,21.8,18.6,16.2,12,6.6,14.3,2023-02-19 8:45,3.6,3.4,95,-,0,43,55,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,51.9,48.1,0.5,5,20.3,23,19.9,16.6,10.1,4.4,11.5,2023-02-19 8:45,3.6,3.4,95,-,0,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,50.6,49.4,0.4,2.7,25.2,23.7,15.4,14.6,10,7.9,27.3,2023-02-19 8:45,3.2,4.6,93,-,0,35,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,48.5,51.5,0.5,11.5,18.2,21.1,17.4,14.6,10.3,6.3,16.8,2023-02-19 8:45,3.5,6.1,86,~1mm,0,32,44,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,57,43,0.3,4.4,21.2,16.6,16.8,19,13.7,8,15.8,2023-02-19 8:45,3.6,3.4,95,-,0,43,55,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,48.3,51.7,0.1,7.3,31.4,21.4,14.3,12.3,7.3,5.8,20.3,2023-02-19 8:45,3.9,5.3,91,-,0,35,38,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,48.6,51.4,0.4,6.7,12.1,19.7,19.3,18.5,12.4,10.8,31.1,2023-02-19 8:45,3.6,3.4,95,-,0,43,55,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,52.6,47.4,0.4,4.4,15.3,20.6,21.8,18.1,11.7,7.7,14.1,2023-02-19 8:45,3.6,3.4,95,-,0,43,55,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,51.4,48.6,0.2,6.1,20.7,18.9,16.1,17.6,12.3,8.2,20.6,2023-02-19 8:45,3.6,3.4,95,-,0,43,55,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,57,43,0.2,2.6,19.5,21.5,18.6,19.1,12.9,5.7,18.4,2023-02-19 8:45,3.6,4.6,91,-,0,41,58,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,53.7,46.3,0.1,7.5,27.2,23.5,17.9,12,7.5,4.3,15.5,2023-02-19 8:45,4,5.5,92,-,0,43,51,300428,106,5906396,1980,6322,3,강남역
여유,49,51,0.2,5.1,32.8,18.2,12.5,13.6,9.7,7.8,20.2,2023-02-19 8:45,3.2,4.6,93,-,0,45,53,203813,68,5906396,1980,6322,3,건대입구역
여유,47.1,52.9,0.5,8.2,18.1,16.2,19.9,18.1,11.9,6.9,13.1,2023-02-19 8:45,4.1,4.5,100,-,0,43,51,232255,72,5906396,1980,6322,3,고속터미널역
여유,49.5,50.5,0.1,7.7,18.9,20.5,20.1,16,9.6,7,18.1,2023-02-19 8:45,4,5.5,92,-,0,43,51,232255,72,5906396,1980,6322,3,교대역
여유,54.7,45.3,0.3,2.7,19.3,25.6,19.8,15.9,10.7,5.7,23.4,2023-02-19 8:45,3.6,4.6,91,-,0,41,58,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,55.4,44.6,0.6,4.5,20,19.1,21.3,18.9,10.6,5,12.8,2023-02-19 8:45,3.6,3.4,95,-,0,0,0,70984,17,5906396,1980,6322,3,서울역
여유,50.6,49.4,0.3,9.5,19.2,22,21.9,14,8.7,4.5,20.7,2023-02-19 8:45,4,5.5,92,-,0,37,51,300428,106,5906396,1980,6322,3,선릉역
여유,47.6,52.4,0.4,7.6,18.5,18.6,20,15.8,11.9,7.3,19.7,2023-02-19 8:45,1.8,2.9,91,-,0,37,49,236569,67,5906396,1980,6322,3,신도림역
여유,54.1,45.9,0.2,4.6,39,23.8,11.8,9.8,6.9,3.9,16.4,2023-02-19 8:45,1.8,2.9,91,-,0,34,54,292521,110,5906396,1980,6322,3,신림역
여유,43.9,56.1,0,6.9,53.2,15.6,7.5,7.8,5.3,3.7,17.2,2023-02-19 8:45,3.9,5.3,91,-,0,33,47,219515,69,5906396,1980,6322,3,신촌·이대역
여유,55.4,44.6,0.4,5.2,25.4,23.6,20.5,13.5,7.2,4.3,19.5,2023-02-19 8:45,4,5.5,92,-,0,37,51,300428,106,5906396,1980,6322,3,역삼역
여유,47.1,52.9,0.5,3.5,21.2,19.5,14.7,16.7,14.4,9.6,16.5,2023-02-19 8:45,3.3,4.7,91,-,0,34,44,267491,86,5906396,1980,6322,3,연신내역
여유,48.4,51.6,0.8,6,20.7,21.7,21,15.6,9,5.2,13.5,2023-02-19 8:45,3.2,4.6,93,-,0,35,41,121588,23,5906396,1980,6322,3,용산역
여유,47.3,52.7,0.2,5.7,32.9,17.9,12.3,12.4,10.2,8.4,17.4,2023-02-19 8:45,3.2,4.6,93,-,0,37,56,168426,63,5906396,1980,6322,3,왕십리역
여유,50.2,49.8,0.4,6.9,20.5,21.2,20.5,15.7,10.5,4.3,23.4,2023-02-19 8:45,4.2,4.7,89,-,0,35,38,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,47.8,52.2,0.4,6.5,16.4,15.4,15.9,19.4,15.6,10.4,26.4,2023-02-19 8:45,3.9,4.7,88,-,0,30,43,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,54.3,45.7,0.2,3.9,33.4,20.6,12.5,13.2,9.6,6.6,20.9,2023-02-19 8:45,1.8,2.9,91,-,0,45,52,232386,67,5906396,1980,6322,3,노량진
여유,50.7,49.3,0.9,3.3,17,16.2,18.1,21.1,13,10.4,37.1,2023-02-19 8:45,3.6,3.4,95,-,0,38,52,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,46.8,53.2,0.2,7.7,10.8,16.7,18.4,18.2,15,13,40.8,2023-02-19 8:45,3.6,3.4,95,-,0,43,55,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,48.8,51.2,0.3,6.2,17.4,19.2,17.9,16.9,11.6,10.5,20.2,2023-02-19 8:45,3.2,4.6,93,-,0,37,51,300428,106,5906396,1980,6322,3,가로수길
여유,56.7,43.3,0,7.9,21.9,21.6,16.7,15.9,11.5,4.5,21.4,2023-02-19 8:45,3.2,4.6,93,-,0,37,56,168426,63,5906396,1980,6322,3,성수카페거리
여유,49.6,50.4,0.2,5,21.5,16.1,15.7,16.4,14,11.2,29.9,2023-02-19 8:45,3.7,5.7,86,-,0,28,40,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,46.9,53.1,0.1,4.1,18,16.9,14.2,18.3,16.3,12.1,28.4,2023-02-19 8:45,3.7,5.7,86,-,0,30,43,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,46.1,53.9,0.4,4.5,20.9,21.9,17.9,16,10.2,8,19.5,2023-02-19 8:45,3.2,4.6,93,-,0,37,51,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,51.7,48.3,0.5,5.3,11.9,17.8,19.2,17.8,14.6,12.7,20.1,2023-02-19 8:45,3.9,5.3,91,-,0,37,49,238321,60,5906396,1980,6322,3,여의도
여유,52.3,47.7,0.2,4.2,28.6,24,13.8,13.4,10.7,5.3,14.1,2023-02-19 8:45,3.9,5.3,91,-,0,37,49,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,57.5,42.5,0.2,4.5,25.4,20.4,16.5,14.2,11.3,7.5,14.5,2023-02-19 8:45,3.6,3.4,95,-,0,43,55,78986,30,5906396,1980,6322,3,인사동·익선동
